REFERENCNECISLO;POHLAVIE;VEK;STAVDOKLADU;DANCELKOM;UHRADENACIASTKA;UHRADENACIASTKADOSPLATNOSTI;UHRADENACIASTKAPOSPLATNOSTI;ZOSTAVAUHRADIT;CISLOSPRAVKYNE;INTERVENCIA;PRIZNANIE2021A
61505;zena;73;P;78.0000;78.0000;78.0000;0.0000;0.0000;18;Export DZN D;0
61506;zena;88;P;18.8000;18.8000;18.8000;0.0000;0.0000;20;Export DZN D;0
61507;zena;84;P;33.9100;33.9100;33.9100;0.0000;0.0000;20;Export DZN D;0
61508;muz;80;P;186.0400;186.0400;186.0400;0.0000;0.0000;20;Export DZN D;0
61509;muz;82;P;75.7500;75.7500;75.7500;0.0000;0.0000;20;Export DZN D;0
61510;zena;68;P;41.0000;41.0000;41.0000;0.0000;0.0000;28;Export DZN E;0
61511;muz;76;P;535.9800;535.9800;535.9800;0.0000;0.0000;28;Export DZN E;0
61512;zena;58;P;208.3800;208.3800;208.3800;0.0000;0.0000;20;Export DZN D;0
61513;muz;71;Z;29.2000;0.0000;0.0000;0.0000;29.2000;28;Export DZN E;0
61514;zena;87;P;32.0000;32.0000;32.0000;0.0000;0.0000;18;Export DZN D;0
61515;zena;81;Z;16.7200;0.0000;0.0000;0.0000;16.7200;18;Export DZN D;0
61516;zena;77;P;25.4600;25.4600;25.4600;0.0000;0.0000;20;Export DZN D;0
61517;zena;62;P;123.0000;123.0000;123.0000;0.0000;0.0000;21;Export DZN D;0
61518;muz;87;P;15.6400;15.6400;15.6400;0.0000;0.0000;28;Export DZN E;0
61519;muz;84;P;30.0000;30.0000;30.0000;0.0000;0.0000;4;Export DZN B;0
61520;muz;79;P;64.0000;64.0000;64.0000;0.0000;0.0000;13;Export DZN C;0
61521;zena;48;P;46.0000;46.0000;46.0000;0.0000;0.0000;13;Export DZN C;0
61522;muz;67;P;156.6000;156.6000;156.6000;0.0000;0.0000;21;Export DZN D;0
61523;muz;94;P;226.4000;226.4000;226.4000;0.0000;0.0000;28;Export DZN E;0
61524;muz;89;P;30.4000;30.4000;30.4000;0.0000;0.0000;28;Export DZN E;0
61525;muz;82;P;60.7200;60.7200;60.7200;0.0000;0.0000;28;Export DZN E;0
61526;muz;96;P;80.6200;80.6200;80.6200;0.0000;0.0000;28;Export DZN E;0
61527;muz;67;P;130.5700;130.5700;130.5700;0.0000;0.0000;28;Export DZN E;0
61528;zena;85;Z;121.4900;121.4900;80.9800;40.5100;0.0000;28;Export DZN E;0
61529;muz;85;P;195.5400;195.5400;195.5400;0.0000;0.0000;28;Export DZN E;0
61530;muz;74;P;66.1200;66.1200;66.1200;0.0000;0.0000;28;Export DZN E;0
61531;muz;58;P;124.2200;124.2200;124.2200;0.0000;0.0000;28;Export DZN E;0
61532;muz;49;Z;144.1800;144.1800;96.1200;48.0600;0.0000;28;Export DZN E;0
61533;muz;81;Z;188.5000;125.6700;125.6700;0.0000;62.8300;28;Export DZN E;0
61534;muz;80;P;18.0000;18.0000;18.0000;0.0000;0.0000;28;Export DZN E;0
61535;zena;91;P;26.9500;26.9500;26.9500;0.0000;0.0000;28;Export DZN E;0
61536;muz;54;P;1659.8600;1659.8600;1659.8600;0.0000;0.0000;28;Export DZN E;0
61537;zena;91;P;25.8400;25.8400;25.8400;0.0000;0.0000;28;Export DZN E;0
61538;zena;86;P;58.0600;58.0600;58.0600;0.0000;0.0000;28;Export DZN E;0
61539;muz;84;P;65.3500;65.3500;65.3500;0.0000;0.0000;28;Export DZN E;0
61540;muz;81;P;55.4600;55.4600;55.4600;0.0000;0.0000;28;Export DZN E;0
61541;muz;82;P;147.2400;147.2400;147.2400;0.0000;0.0000;28;Export DZN E;0
61542;muz;70;P;19.0000;19.0000;19.0000;0.0000;0.0000;28;Export DZN E;0
61543;muz;72;P;25.8400;25.8400;25.8400;0.0000;0.0000;21;Export DZN D;0
61544;muz;56;P;62.7000;62.7000;62.7000;0.0000;0.0000;21;Export DZN D;0
61545;zena;92;P;16.7200;16.7200;16.7200;0.0000;0.0000;4;Export DZN B;0
61546;muz;51;Z;71.1000;47.4000;47.4000;0.0000;23.7000;18;Export DZN D;0
61547;zena;69;P;25.4600;25.4600;25.4600;0.0000;0.0000;18;Export DZN D;0
61548;muz;83;P;31.5400;31.5400;31.5400;0.0000;0.0000;13;Export DZN C;0
61549;zena;57;Z;81.0000;81.0000;54.0000;27.0000;0.0000;28;Export DZN E;0
61550;zena;64;P;174.8000;174.8000;174.8000;0.0000;0.0000;13;Export DZN C;0
61551;zena;57;P;35.1500;35.1500;35.1500;0.0000;0.0000;28;Export DZN E;0
61552;zena;69;P;66.8800;66.8800;66.8800;0.0000;0.0000;20;Export DZN D;0
61553;muz;51;P;197.2800;197.2800;197.2800;0.0000;0.0000;28;Export DZN E;0
61554;zena;59;P;89.8000;89.8000;89.8000;0.0000;0.0000;28;Export DZN E;0
61555;muz;86;P;26.9800;26.9800;26.9800;0.0000;0.0000;28;Export DZN E;0
61556;zena;70;P;25.4600;25.4600;25.4600;0.0000;0.0000;21;Export DZN D;0
61557;muz;69;P;23.2000;23.2000;23.2000;0.0000;0.0000;21;Export DZN D;0
61558;zena;70;P;21.2800;21.2800;21.2800;0.0000;0.0000;13;Export DZN C;0
61559;muz;90;P;26.6000;26.6000;26.6000;0.0000;0.0000;13;Export DZN C;0
61560;muz;70;P;34.8000;34.8000;34.8000;0.0000;0.0000;13;Export DZN C;0
61561;muz;70;P;99.0900;99.0900;99.0900;0.0000;0.0000;13;Export DZN C;0
61562;zena;79;P;30.0200;30.0200;30.0200;0.0000;0.0000;20;Export DZN D;0
61563;zena;81;P;20.5200;20.5200;20.5200;0.0000;0.0000;20;Export DZN D;0
61564;zena;66;P;21.2000;21.2000;21.2000;0.0000;0.0000;28;Export DZN E;0
61565;muz;83;P;16.7200;16.7200;16.7200;0.0000;0.0000;20;Export DZN D;0
61566;zena;68;P;32.0000;32.0000;32.0000;0.0000;0.0000;28;Export DZN E;0
61567;muz;52;P;62.7000;62.7000;62.7000;0.0000;0.0000;5;Export DZN C;0
61568;muz;86;P;33.4600;33.4600;33.4600;0.0000;0.0000;28;Export DZN E;0
61569;muz;76;P;33.2000;33.2000;33.2000;0.0000;0.0000;20;Export DZN D;0
61570;muz;79;P;25.8400;25.8400;25.8400;0.0000;0.0000;28;Export DZN E;0
61571;zena;63;P;62.7000;62.7000;62.7000;0.0000;0.0000;18;Export DZN D;0
61572;zena;74;Z;25.2000;0.0000;0.0000;0.0000;25.2000;18;Export DZN D;0
61573;muz;72;Z;20.1400;0.0000;0.0000;0.0000;20.1400;18;Export DZN D;0
61574;zena;72;S;26.0000;0.0000;0.0000;0.0000;26.0000;13;Export DZN C;0
61575;zena;90;S;77.5800;0.0000;0.0000;0.0000;77.5800;5;Export DZN C;0
61576;zena;78;P;26.4000;26.4000;26.4000;0.0000;0.0000;28;Export DZN E;0
61577;muz;85;P;46.0400;46.0400;46.0400;0.0000;0.0000;20;Export DZN D;0
61578;zena;54;Z;208.0100;0.0000;0.0000;0.0000;208.0100;18;Export DZN D;0
61579;zena;65;P;45.0000;45.0000;45.0000;0.0000;0.0000;18;Export DZN D;0
61580;muz;63;P;60.0000;60.0000;60.0000;0.0000;0.0000;20;Export DZN D;0
61581;zena;69;P;28.8000;28.8000;28.8000;0.0000;0.0000;28;Export DZN E;0
61582;zena;65;P;74.8300;74.8300;74.8300;0.0000;0.0000;28;Export DZN E;0
61583;zena;45;P;139.9200;139.9200;139.9200;0.0000;0.0000;28;Export DZN E;0
61584;zena;50;P;103.0000;103.0000;103.0000;0.0000;0.0000;28;Export DZN E;0
61585;muz;48;P;67.2800;67.2800;67.2800;0.0000;0.0000;20;Export DZN D;0
61586;zena;69;P;348.0800;348.0800;348.0800;0.0000;0.0000;13;Export DZN C;0
61587;muz;59;Z;92.2600;30.7600;30.7600;0.0000;61.5000;20;Export DZN D;0
61588;zena;53;P;126.9500;126.9500;126.9500;0.0000;0.0000;18;Export DZN D;0
61589;zena;42;P;67.5000;67.5000;67.5000;0.0000;0.0000;18;Export DZN D;0
61590;zena;69;P;72.0000;72.0000;72.0000;0.0000;0.0000;20;Export DZN D;0
61591;muz;60;P;94.0000;94.0000;94.0000;0.0000;0.0000;4;Export DZN B;0
61592;zena;35;Z;78.8500;26.2900;26.2900;0.0000;52.5600;20;Export DZN D;0
61593;zena;56;P;70.0000;70.0000;70.0000;0.0000;0.0000;4;Export DZN B;0
61594;zena;54;P;45.9000;45.9000;45.9000;0.0000;0.0000;5;Export DZN C;0
61595;zena;62;P;79.8000;79.8000;79.8000;0.0000;0.0000;28;Export DZN E;0
61596;zena;53;P;30.6000;30.6000;30.6000;0.0000;0.0000;18;Export DZN D;0
61597;muz;51;Z;93.4000;0.0000;0.0000;0.0000;93.4000;4;Export DZN B;0
61598;zena;55;Z;303.1800;101.0600;101.0600;0.0000;202.1200;4;Export DZN B;0
61599;muz;66;P;26.6000;26.6000;26.6000;0.0000;0.0000;4;Export DZN B;0
61600;zena;89;S;38.1800;0.0000;0.0000;0.0000;38.1800;4;Export DZN B;0
61601;zena;49;P;40.8500;40.8500;40.8500;0.0000;0.0000;4;Export DZN B;0
61602;zena;61;P;66.5700;66.5700;66.5700;0.0000;0.0000;18;Export DZN D;0
61603;zena;51;Z;82.6500;27.5500;27.5500;0.0000;55.1000;4;Export DZN B;0
61604;zena;46;P;58.1300;58.1300;58.1300;0.0000;0.0000;28;Export DZN E;0
61605;zena;65;P;102.1300;102.1300;102.1300;0.0000;0.0000;20;Export DZN D;0
61606;muz;68;Z;85.0000;0.0000;0.0000;0.0000;85.0000;28;Export DZN E;0
61607;muz;83;P;87.0200;87.0200;87.0200;0.0000;0.0000;28;Export DZN E;0
61608;muz;62;Z;88.3500;29.4500;29.4500;0.0000;58.9000;28;Export DZN E;0
61609;zena;69;P;47.9400;47.9400;47.9400;0.0000;0.0000;28;Export DZN E;0
61610;zena;62;P;94.3500;94.3500;94.3500;0.0000;0.0000;28;Export DZN E;0
61611;muz;84;P;109.9400;109.9400;109.9400;0.0000;0.0000;28;Export DZN E;0
61612;muz;60;Z;3314.9900;1105.0100;1105.0100;0.0000;2209.9800;28;Export DZN E;0
61613;muz;63;P;340.5400;340.5400;340.5400;0.0000;0.0000;21;Export DZN D;0
61614;zena;87;P;23.9400;23.9400;23.9400;0.0000;0.0000;28;Export DZN E;0
61615;zena;63;P;184.7600;184.7600;184.7600;0.0000;0.0000;20;Export DZN D;0
61616;zena;72;P;41.8000;41.8000;41.8000;0.0000;0.0000;18;Export DZN D;0
61617;zena;80;S;67.7500;0.0000;0.0000;0.0000;67.7500;13;Export DZN C;0
61618;muz;56;P;185.0300;185.0300;185.0300;0.0000;0.0000;18;Export DZN D;0
61619;zena;62;Z;153.2400;0.0000;0.0000;0.0000;153.2400;5;Export DZN C;0
61620;zena;50;Z;134.9800;45.0000;45.0000;0.0000;89.9800;20;Export DZN D;0
61621;zena;57;P;352.0600;352.0600;352.0600;0.0000;0.0000;18;Export DZN D;0
61622;muz;58;Z;260.8400;0.0000;0.0000;0.0000;260.8400;18;Export DZN D;0
61623;muz;54;Z;836.5300;278.8500;278.8500;0.0000;557.6800;28;Export DZN E;0
61624;zena;58;Z;121.6500;40.5500;40.5500;0.0000;81.1000;4;Export DZN B;0
61625;zena;40;P;58.2500;58.2500;58.2500;0.0000;0.0000;28;Export DZN E;0
61626;muz;63;P;81.7000;81.7000;81.7000;0.0000;0.0000;28;Export DZN E;0
61627;zena;62;Z;112.2600;112.2600;74.8400;37.4200;0.0000;20;Export DZN D;0
61628;zena;83;P;20.8000;20.8000;20.8000;0.0000;0.0000;20;Export DZN D;0
61629;zena;72;Z;1911.2800;0.0000;0.0000;0.0000;1911.2800;20;Export DZN D;0
61630;zena;82;P;20.5200;20.5200;20.5200;0.0000;0.0000;20;Export DZN D;0
61631;zena;61;P;75.1500;75.1500;75.1500;0.0000;0.0000;20;Export DZN D;0
61632;zena;59;P;100.0500;100.0500;100.0500;0.0000;0.0000;20;Export DZN D;0
61633;zena;65;P;90.0000;90.0000;90.0000;0.0000;0.0000;20;Export DZN D;0
61634;muz;85;P;28.3500;28.3500;28.3500;0.0000;0.0000;20;Export DZN D;0
61635;zena;63;Z;166.7000;55.5800;55.5800;0.0000;111.1200;20;Export DZN D;0
61636;muz;64;P;102.9500;102.9500;102.9500;0.0000;0.0000;20;Export DZN D;0
61637;zena;82;Z;30.8000;0.0000;0.0000;0.0000;30.8000;20;Export DZN D;0
61638;zena;70;P;30.4000;30.4000;30.4000;0.0000;0.0000;20;Export DZN D;0
61639;zena;65;P;40.0000;40.0000;40.0000;0.0000;0.0000;13;Export DZN C;0
61640;zena;80;P;20.9000;20.9000;20.9000;0.0000;0.0000;20;Export DZN D;0
61641;zena;55;P;141.1700;141.1700;141.1700;0.0000;0.0000;13;Export DZN C;0
61642;zena;82;P;21.6600;21.6600;21.6600;0.0000;0.0000;20;Export DZN D;0
61643;zena;62;P;34.1200;34.1200;34.1200;0.0000;0.0000;20;Export DZN D;0
61644;zena;74;Z;16.7200;0.0000;0.0000;0.0000;16.7200;28;Export DZN E;0
61645;zena;68;P;33.1900;33.1900;33.1900;0.0000;0.0000;28;Export DZN E;0
61646;zena;52;Z;38.0000;38.0000;25.3200;12.6800;0.0000;20;Export DZN D;0
61647;zena;64;P;84.5500;84.5500;84.5500;0.0000;0.0000;20;Export DZN D;0
61648;muz;56;P;59.4000;59.4000;59.4000;0.0000;0.0000;18;Export DZN D;0
61649;zena;74;P;23.4000;23.4000;23.4000;0.0000;0.0000;18;Export DZN D;0
61650;muz;44;P;82.6500;82.6500;82.6500;0.0000;0.0000;18;Export DZN D;0
61651;muz;46;P;66.5000;66.5000;66.5000;0.0000;0.0000;20;Export DZN D;0
61652;muz;42;Z;73.1500;73.1500;73.1500;0.0000;0.0000;20;Export DZN D;0
61653;zena;51;P;28.5000;28.5000;28.5000;0.0000;0.0000;20;Export DZN D;0
61654;muz;46;P;62.7000;62.7000;62.7000;0.0000;0.0000;20;Export DZN D;0
61655;muz;46;P;66.5000;66.5000;66.5000;0.0000;0.0000;20;Export DZN D;0
61656;muz;56;P;35.1500;35.1500;35.1500;0.0000;0.0000;18;Export DZN D;0
61657;muz;61;P;66.5000;66.5000;66.5000;0.0000;0.0000;18;Export DZN D;0
61658;zena;64;Z;66.5000;66.5000;66.5000;0.0000;0.0000;18;Export DZN D;0
61659;muz;43;Z;62.7000;41.8000;41.8000;0.0000;20.9000;18;Export DZN D;0
61660;muz;45;P;37.0500;37.0500;37.0500;0.0000;0.0000;18;Export DZN D;0
61661;muz;49;Z;31.5000;0.0000;0.0000;0.0000;31.5000;21;Export DZN D;0
61662;muz;51;P;68.1700;68.1700;68.1700;0.0000;0.0000;21;Export DZN D;0
61663;muz;73;P;268.7500;268.7500;268.7500;0.0000;0.0000;18;Export DZN D;0
61664;muz;39;P;54.7400;54.7400;54.7400;0.0000;0.0000;28;Export DZN E;0
61665;muz;46;P;117.8000;117.8000;117.8000;0.0000;0.0000;13;Export DZN C;0
61666;zena;48;S;23.7500;0.0000;0.0000;0.0000;23.7500;18;Export DZN D;0
61667;muz;51;P;94.5000;94.5000;94.5000;0.0000;0.0000;28;Export DZN E;0
61668;zena;60;P;63.0000;63.0000;63.0000;0.0000;0.0000;28;Export DZN E;0
61669;muz;53;P;175.3500;175.3500;175.3500;0.0000;0.0000;4;Export DZN B;0
61670;muz;58;P;48.4500;48.4500;48.4500;0.0000;0.0000;4;Export DZN B;0
61671;muz;54;P;63.6500;63.6500;63.6500;0.0000;0.0000;4;Export DZN B;0
61672;muz;49;Z;85.9400;57.3000;57.3000;0.0000;28.6400;20;Export DZN D;0
61673;zena;79;P;69.9000;69.9000;69.9000;0.0000;0.0000;18;Export DZN D;0
61674;zena;91;P;22.4000;22.4000;22.4000;0.0000;0.0000;28;Export DZN E;0
61675;zena;69;P;34.1000;34.1000;34.1000;0.0000;0.0000;18;Export DZN D;0
61676;muz;44;P;50.3500;50.3500;50.3500;0.0000;0.0000;20;Export DZN D;0
61677;zena;61;P;196.7300;196.7300;196.7300;0.0000;0.0000;20;Export DZN D;0
61678;muz;76;P;8.0000;8.0000;8.0000;0.0000;0.0000;20;Export DZN D;0
61679;muz;59;P;6.9800;6.9800;6.9800;0.0000;0.0000;4;Export DZN B;0
61680;zena;44;Z;83.0000;55.3400;55.3400;0.0000;27.6600;28;Export DZN E;0
61681;zena;42;P;29.2600;29.2600;29.2600;0.0000;0.0000;20;Export DZN D;0
61682;zena;49;P;135.3000;135.3000;135.3000;0.0000;0.0000;18;Export DZN D;0
61683;zena;42;Z;43.0000;43.0000;28.6600;14.3400;0.0000;4;Export DZN B;0
61684;muz;52;P;332.4500;332.4500;332.4500;0.0000;0.0000;4;Export DZN B;0
61685;muz;55;P;73.1500;73.1500;73.1500;0.0000;0.0000;4;Export DZN B;0
61686;muz;58;P;119.7000;119.7000;119.7000;0.0000;0.0000;4;Export DZN B;0
61687;zena;54;Z;153.8500;102.5800;102.5800;0.0000;51.2700;20;Export DZN D;0
61688;muz;65;P;28.1200;28.1200;28.1200;0.0000;0.0000;18;Export DZN D;0
61689;zena;55;Z;103.5000;34.5000;34.5000;0.0000;69.0000;21;Export DZN D;0
61690;zena;61;Z;92.8600;30.9600;30.9600;0.0000;61.9000;18;Export DZN D;0
61691;muz;72;P;25.4600;25.4600;25.4600;0.0000;0.0000;18;Export DZN D;0
61692;muz;50;P;64.6000;64.6000;64.6000;0.0000;0.0000;18;Export DZN D;0
61693;muz;73;P;9.5000;9.5000;9.5000;0.0000;0.0000;18;Export DZN D;0
61694;zena;53;P;66.5000;66.5000;66.5000;0.0000;0.0000;18;Export DZN D;0
61695;zena;68;P;11.6000;11.6000;11.6000;0.0000;0.0000;28;Export DZN E;0
61696;zena;43;P;54.1500;54.1500;54.1500;0.0000;0.0000;5;Export DZN C;0
61697;muz;65;P;27.5500;27.5500;27.5500;0.0000;0.0000;4;Export DZN B;0
61698;zena;65;P;124.4500;124.4500;124.4500;0.0000;0.0000;18;Export DZN D;0
61699;zena;69;Z;72.9600;48.6400;24.3200;24.3200;24.3200;28;Export DZN E;0
61700;muz;67;P;16.4000;16.4000;16.4000;0.0000;0.0000;18;Export DZN D;0
61701;muz;64;P;107.7500;107.7500;107.7500;0.0000;0.0000;18;Export DZN D;0
61702;zena;72;P;36.0700;36.0700;36.0700;0.0000;0.0000;4;Export DZN B;0
61703;zena;59;P;39.3300;39.3300;39.3300;0.0000;0.0000;28;Export DZN E;0
61704;zena;89;P;11.2800;11.2800;11.2800;0.0000;0.0000;28;Export DZN E;0
61705;zena;60;Z;70.3000;0.0000;0.0000;0.0000;70.3000;4;Export DZN B;0
61706;zena;72;Z;37.2000;0.0000;0.0000;0.0000;37.2000;18;Export DZN D;0
61707;zena;61;P;29.0000;29.0000;29.0000;0.0000;0.0000;18;Export DZN D;0
61708;muz;45;P;105.4500;105.4500;105.4500;0.0000;0.0000;18;Export DZN D;0
61709;muz;60;P;185.7500;185.7500;185.7500;0.0000;0.0000;28;Export DZN E;0
61710;zena;77;P;52.5300;52.5300;52.5300;0.0000;0.0000;4;Export DZN B;0
61711;zena;67;P;12.5400;12.5400;12.5400;0.0000;0.0000;28;Export DZN E;0
61712;muz;59;P;59.8500;59.8500;59.8500;0.0000;0.0000;28;Export DZN E;0
61713;muz;45;P;80.0000;80.0000;80.0000;0.0000;0.0000;28;Export DZN E;0
61714;zena;66;P;20.1400;20.1400;20.1400;0.0000;0.0000;18;Export DZN D;0
61715;muz;62;P;292.7700;292.7700;292.7700;0.0000;0.0000;18;Export DZN D;0
61716;zena;55;P;149.4500;149.4500;149.4500;0.0000;0.0000;21;Export DZN D;0
61717;zena;48;P;25.6500;25.6500;25.6500;0.0000;0.0000;4;Export DZN B;0
61718;zena;43;P;60.3000;60.3000;60.3000;0.0000;0.0000;4;Export DZN B;0
61719;zena;40;Z;202.0000;67.3400;67.3400;0.0000;134.6600;18;Export DZN D;0
61720;muz;59;P;5185.5700;5185.5700;5185.5700;0.0000;0.0000;4;Export DZN B;0
61721;muz;72;P;226.3000;226.3000;226.3000;0.0000;0.0000;18;Export DZN D;0
61722;zena;64;P;73.1500;73.1500;73.1500;0.0000;0.0000;4;Export DZN B;0
61723;muz;47;P;105.0500;105.0500;105.0500;0.0000;0.0000;4;Export DZN B;0
61724;zena;78;P;246.4900;246.4900;246.4900;0.0000;0.0000;4;Export DZN B;0
61725;zena;48;P;129.2000;129.2000;129.2000;0.0000;0.0000;4;Export DZN B;0
61726;zena;60;P;198.2700;198.2700;198.2700;0.0000;0.0000;18;Export DZN D;0
61727;muz;49;P;190.5100;190.5100;190.5100;0.0000;0.0000;4;Export DZN B;0
61728;zena;56;Z;61.7500;41.1700;41.1700;0.0000;20.5800;4;Export DZN B;0
61729;muz;39;P;175.9100;175.9100;175.9100;0.0000;0.0000;4;Export DZN B;0
61730;zena;79;P;55.9400;55.9400;55.9400;0.0000;0.0000;4;Export DZN B;0
61731;muz;43;P;45.0000;0.0000;0.0000;0.0000;45.0000;4;Export DZN B;0
61732;zena;70;P;36.7500;36.7500;36.7500;0.0000;0.0000;18;Export DZN D;0
61733;zena;90;P;180.0900;180.0900;180.0900;0.0000;0.0000;18;Export DZN D;0
61734;muz;59;Z;152.9100;50.9700;50.9700;0.0000;101.9400;18;Export DZN D;0
61735;zena;63;Z;226.8900;75.6300;75.6300;0.0000;151.2600;18;Export DZN D;0
61736;zena;42;P;651.0100;651.0100;651.0100;0.0000;0.0000;28;Export DZN E;0
61737;zena;66;Z;270.3700;90.1300;90.1300;0.0000;180.2400;20;Export DZN D;0
61738;zena;50;P;85.9200;85.9200;85.9200;0.0000;0.0000;4;Export DZN B;0
61739;muz;81;P;137.8800;137.8800;137.8800;0.0000;0.0000;20;Export DZN D;0
61740;muz;62;P;422.6800;422.6800;422.6800;0.0000;0.0000;20;Export DZN D;0
61741;muz;50;Z;75.8400;75.8400;50.5600;25.2800;0.0000;20;Export DZN D;0
61742;muz;80;S;116.2000;0.0000;0.0000;0.0000;116.2000;20;Export DZN D;0
61743;muz;67;P;439.1900;439.1900;439.1900;0.0000;0.0000;20;Export DZN D;0
61744;zena;53;P;49.0000;49.0000;49.0000;0.0000;0.0000;20;Export DZN D;0
61745;zena;67;P;70.3000;70.3000;70.3000;0.0000;0.0000;20;Export DZN D;0
61746;zena;69;P;71.3000;71.3000;71.3000;0.0000;0.0000;20;Export DZN D;0
61747;muz;57;P;85.5000;0.0000;0.0000;0.0000;85.5000;20;Export DZN D;0
61748;zena;66;P;22.4000;22.4000;22.4000;0.0000;0.0000;20;Export DZN D;0
61749;muz;41;Z;136.0000;136.0000;136.0000;0.0000;0.0000;20;Export DZN D;0
61750;zena;67;P;154.2300;154.2300;154.2300;0.0000;0.0000;20;Export DZN D;0
61751;muz;75;P;74.8000;74.8000;74.8000;0.0000;0.0000;20;Export DZN D;0
61752;muz;74;P;28.0900;28.0900;28.0900;0.0000;0.0000;20;Export DZN D;0
61753;muz;68;P;46.0000;46.0000;46.0000;0.0000;0.0000;18;Export DZN D;0
61754;zena;63;P;140.6000;140.6000;140.6000;0.0000;0.0000;4;Export DZN B;0
61755;muz;78;P;149.6000;149.6000;149.6000;0.0000;0.0000;4;Export DZN B;0
61756;muz;76;P;55.7300;55.7300;55.7300;0.0000;0.0000;5;Export DZN C;0
61757;muz;66;P;71.0400;71.0400;71.0400;0.0000;0.0000;4;Export DZN B;0
61758;zena;64;P;21.7100;21.7100;21.7100;0.0000;0.0000;4;Export DZN B;0
61759;zena;55;Z;132.1500;44.0500;44.0500;0.0000;88.1000;4;Export DZN B;0
61760;muz;65;P;504.9400;504.9400;504.9400;0.0000;0.0000;21;Export DZN D;0
61761;muz;73;P;96.5300;96.5300;96.5300;0.0000;0.0000;18;Export DZN D;0
61762;zena;65;Z;454.8500;151.6300;151.6300;0.0000;303.2200;28;Export DZN E;0
61763;zena;83;P;24.7000;24.7000;24.7000;0.0000;0.0000;28;Export DZN E;0
61764;muz;64;P;124.4900;124.4900;124.4900;0.0000;0.0000;28;Export DZN E;0
61765;muz;76;P;39.2000;39.2000;39.2000;0.0000;0.0000;28;Export DZN E;0
61766;zena;77;P;101.6800;101.6800;101.6800;0.0000;0.0000;28;Export DZN E;0
61767;zena;46;Z;68.0000;22.6800;22.6800;0.0000;45.3200;13;Export DZN C;0
61768;muz;84;P;70.6000;70.6000;70.6000;0.0000;0.0000;13;Export DZN C;0
61769;zena;70;P;14.8000;14.8000;14.8000;0.0000;0.0000;18;Export DZN D;0
61770;zena;50;Z;65.5500;65.5500;65.5500;0.0000;0.0000;21;Export DZN D;0
61771;zena;57;P;61.7500;61.7500;61.7500;0.0000;0.0000;18;Export DZN D;0
61772;zena;60;Z;169.9300;56.6500;56.6500;0.0000;113.2800;28;Export DZN E;0
61773;muz;55;Z;70.0000;70.0000;46.6600;23.3400;0.0000;18;Export DZN D;0
61774;zena;81;P;30.0200;30.0200;30.0200;0.0000;0.0000;18;Export DZN D;0
61775;zena;58;P;8.9000;8.9000;8.9000;0.0000;0.0000;4;Export DZN B;0
61776;zena;80;P;22.0400;22.0400;22.0400;0.0000;0.0000;4;Export DZN B;0
61777;zena;73;P;33.2000;33.2000;33.2000;0.0000;0.0000;4;Export DZN B;0
61778;zena;63;P;220.3200;220.3200;220.3200;0.0000;0.0000;4;Export DZN B;0
61779;zena;44;Z;114.9500;0.0000;0.0000;0.0000;114.9500;28;Export DZN E;0
61780;zena;57;P;41.8000;41.8000;41.8000;0.0000;0.0000;28;Export DZN E;0
61781;zena;80;P;46.7300;46.7300;46.7300;0.0000;0.0000;28;Export DZN E;0
61782;muz;68;P;530.3800;530.3800;530.3800;0.0000;0.0000;5;Export DZN C;0
61783;zena;47;Z;38.0000;38.0000;25.3200;12.6800;0.0000;18;Export DZN D;0
61784;muz;84;P;23.9400;23.9400;23.9400;0.0000;0.0000;20;Export DZN D;0
61785;zena;70;P;20.5200;20.5200;20.5200;0.0000;0.0000;18;Export DZN D;0
61786;zena;68;P;53.2000;53.2000;53.2000;0.0000;0.0000;18;Export DZN D;0
61787;zena;47;P;71.2500;71.2500;71.2500;0.0000;0.0000;4;Export DZN B;0
61788;zena;38;P;74.1000;74.1000;74.1000;0.0000;0.0000;18;Export DZN D;0
61789;zena;79;P;25.4600;25.4600;25.4600;0.0000;0.0000;28;Export DZN E;0
61790;zena;46;S;438.0300;0.0000;0.0000;0.0000;438.0300;13;Export DZN C;0
61791;zena;74;P;26.6000;26.6000;26.6000;0.0000;0.0000;18;Export DZN D;0
61792;muz;54;P;77.0000;77.0000;77.0000;0.0000;0.0000;28;Export DZN E;0
61793;zena;72;P;30.0200;30.0200;30.0200;0.0000;0.0000;28;Export DZN E;0
61794;zena;77;P;20.5200;20.5200;20.5200;0.0000;0.0000;18;Export DZN D;0
61795;muz;58;P;412.0700;412.0700;412.0700;0.0000;0.0000;4;Export DZN B;0
61796;muz;45;P;153.9000;153.9000;153.9000;0.0000;0.0000;18;Export DZN D;0
61797;muz;65;P;60.8000;60.8000;60.8000;0.0000;0.0000;18;Export DZN D;0
61798;muz;48;P;65.0000;65.0000;65.0000;0.0000;0.0000;18;Export DZN D;0
61799;muz;67;P;41.8000;41.8000;41.8000;0.0000;0.0000;28;Export DZN E;0
61800;zena;64;Z;78.8500;78.8500;78.8500;0.0000;0.0000;28;Export DZN E;0
61801;muz;49;Z;55.8000;0.0000;0.0000;0.0000;55.8000;28;Export DZN E;0
61802;zena;43;P;65.9800;65.9800;65.9800;0.0000;0.0000;18;Export DZN D;0
61803;zena;46;Z;62.7000;0.0000;0.0000;0.0000;62.7000;28;Export DZN E;0
